Date,Index,Current,Point Change,% Change,Turnover
2017-09-29,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-09-28,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-09-27,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-09-26,NEPSE Index,1549.46,4.02,0.26,303448000.0
2017-09-26,Sensitive Index,325.29,1.16,0.36,251628992.0
2017-09-26,Float Index,112.29,0.3,0.26,303448000.0
2017-09-26,Sensitive Float Index,99.83,0.33,0.33,251628992.0
2017-09-25,NEPSE Index,1545.44,8.52,0.55,255570000.0
2017-09-25,Sensitive Index,324.13,2.02,0.63,210676000.0
2017-09-25,Float Index,111.99,0.72,0.65,255570000.0
2017-09-25,Sensitive Float Index,99.5,0.71,0.72,210676000.0
2017-09-24,NEPSE Index,1536.92,-2.89,-0.19,271105984.0
2017-09-24,Sensitive Index,322.11,-1.0,-0.31,214926000.0
2017-09-24,Float Index,111.27,-0.41,-0.37,271105984.0
2017-09-24,Sensitive Float Index,98.79,-0.45,-0.46,214926000.0
2017-09-23,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-09-22,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-09-21,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-09-20,NEPSE Index,1539.81,-3.89,-0.25,414631008.0
2017-09-20,Sensitive Index,323.11,-0.79,-0.24,324232992.0
2017-09-20,Float Index,111.68,-0.38,-0.34,414631008.0
2017-09-20,Sensitive Float Index,99.24,-0.32,-0.32,324232992.0
2017-09-19,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-09-18,NEPSE Index,1543.7,-4.24,-0.27,450840992.0
2017-09-18,Sensitive Index,323.9,-0.74,-0.23,354867008.0
2017-09-18,Float Index,112.06,-0.24,-0.22,450840992.0
2017-09-18,Sensitive Float Index,99.56,-0.22,-0.22,354867008.0
2017-09-17,NEPSE Index,1547.94,17.63,1.15,576883008.0
2017-09-17,Sensitive Index,324.64,3.91,1.22,456878016.0
2017-09-17,Float Index,112.3,1.42,1.28,576883008.0
2017-09-17,Sensitive Float Index,99.78,1.3,1.32,456878016.0
2017-09-16,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-09-15,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-09-14,NEPSE Index,1530.31,37.11,2.49,591177984.0
2017-09-14,Sensitive Index,320.73,7.41,2.37,500184000.0
2017-09-14,Float Index,110.88,2.79,2.58,591177984.0
2017-09-14,Sensitive Float Index,98.48,2.46,2.56,500184000.0
2017-09-13,NEPSE Index,1493.2,-9.0,-0.6,591177984.0
2017-09-13,Sensitive Index,313.32,-2.04,-0.65,500184000.0
2017-09-13,Float Index,108.09,-0.69,-0.64,591177984.0
2017-09-13,Sensitive Float Index,96.02,-0.62,-0.64,500184000.0
2017-09-12,NEPSE Index,1502.2,-21.06,-1.38,540275008.0
2017-09-12,Sensitive Index,315.36,-4.31,-1.35,437940992.0
2017-09-12,Float Index,108.78,-1.49,-1.35,540275008.0
2017-09-12,Sensitive Float Index,96.64,-1.3,-1.33,437940992.0
2017-09-11,NEPSE Index,1523.26,3.6,0.24,727353984.0
2017-09-11,Sensitive Index,319.67,0.44,0.14,600371968.0
2017-09-11,Float Index,110.27,0.3,0.27,727353984.0
2017-09-11,Sensitive Float Index,97.94,0.19,0.19,600371968.0
2017-09-10,NEPSE Index,1519.66,-34.89,-2.24,877347968.0
2017-09-10,Sensitive Index,319.23,-6.78,-2.08,732681024.0
2017-09-10,Float Index,109.97,-2.57,-2.28,877347968.0
2017-09-10,Sensitive Float Index,97.75,-2.11,-2.12,732681024.0
2017-09-09,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-09-08,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-09-07,NEPSE Index,1554.55,-11.95,-0.76,653435008.0
2017-09-07,Sensitive Index,326.01,-2.2,-0.67,511300000.0
2017-09-07,Float Index,112.54,-0.9,-0.79,653435008.0
2017-09-07,Sensitive Float Index,99.86,-0.74,-0.73,511300000.0
2017-09-06,NEPSE Index,1566.5,11.94,0.77,702812032.0
2017-09-06,Sensitive Index,328.21,2.72,0.84,551454016.0
2017-09-06,Float Index,113.44,0.95,0.85,702812032.0
2017-09-06,Sensitive Float Index,100.6,0.86,0.86,551454016.0
2017-09-05,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-09-04,NEPSE Index,1554.56,-25.47,-1.61,809582016.0
2017-09-04,Sensitive Index,325.49,-5.83,-1.76,632684992.0
2017-09-04,Float Index,112.49,-2.03,-1.77,809582016.0
2017-09-04,Sensitive Float Index,99.74,-1.92,-1.89,632684992.0
2017-09-03,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-09-02,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-09-01,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-08-31,NEPSE Index,1580.03,-18.33,-1.15,789476992.0
2017-08-31,Sensitive Index,331.32,-3.66,-1.09,594723968.0
2017-08-31,Float Index,114.52,-1.37,-1.18,789476992.0
2017-08-31,Sensitive Float Index,101.66,-1.19,-1.16,594723968.0
2017-08-30,NEPSE Index,1598.36,-14.55,-0.9,848014976.0
2017-08-30,Sensitive Index,334.98,-3.37,-1.0,582227968.0
2017-08-30,Float Index,115.89,-1.26,-1.08,848014976.0
2017-08-30,Sensitive Float Index,102.85,-1.17,-1.13,582227968.0
2017-08-29,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-08-28,NEPSE Index,1612.91,-9.41,-0.58,870353984.0
2017-08-28,Sensitive Index,338.35,-2.39,-0.7,530559008.0
2017-08-28,Float Index,117.15,-0.75,-0.64,870353984.0
2017-08-28,Sensitive Float Index,104.02,-0.8,-0.76,530559008.0
2017-08-27,NEPSE Index,1622.32,4.51,0.28,718817984.0
2017-08-27,Sensitive Index,340.74,0.8,0.23,520068992.0
2017-08-27,Float Index,117.9,0.43,0.36,718817984.0
2017-08-27,Sensitive Float Index,104.82,0.3,0.29,520068992.0
2017-08-26,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-08-25,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-08-24,NEPSE Index,1617.81,6.54,0.41,555446976.0
2017-08-24,Sensitive Index,339.94,1.04,0.31,414236992.0
2017-08-24,Float Index,117.47,0.46,0.39,555446976.0
2017-08-24,Sensitive Float Index,104.52,0.31,0.29,414236992.0
2017-08-23,NEPSE Index,1611.27,-2.78,-0.17,574001024.0
2017-08-23,Sensitive Index,338.9,-0.48,-0.14,427971008.0
2017-08-23,Float Index,117.01,-0.22,-0.19,574001024.0
2017-08-23,Sensitive Float Index,104.21,-0.14,-0.13,427971008.0
2017-08-22,NEPSE Index,1614.05,2.48,0.15,662060032.0
2017-08-22,Sensitive Index,339.38,0.52,0.15,507582016.0
2017-08-22,Float Index,117.23,0.18,0.15,662060032.0
2017-08-22,Sensitive Float Index,104.35,0.13,0.12,507582016.0
2017-08-21,NEPSE Index,1611.57,-6.4,-0.4,474737984.0
2017-08-21,Sensitive Index,338.86,-1.12,-0.33,396702016.0
2017-08-21,Float Index,117.05,-0.44,-0.37,474737984.0
2017-08-21,Sensitive Float Index,104.22,-0.32,-0.3,396702016.0
2017-08-20,NEPSE Index,1617.97,-11.78,-0.72,705353984.0
2017-08-20,Sensitive Index,339.98,-2.36,-0.69,566326016.0
2017-08-20,Float Index,117.49,-0.95,-0.8,705353984.0
2017-08-20,Sensitive Float Index,104.54,-0.81,-0.77,566326016.0
2017-08-19,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-08-18,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-08-17,NEPSE Index,1629.75,-2.91,-0.18,629568000.0
2017-08-17,Sensitive Index,342.34,-0.51,-0.15,467135008.0
2017-08-17,Float Index,118.44,-0.24,-0.2,629568000.0
2017-08-17,Sensitive Float Index,105.35,-0.18,-0.17,467135008.0
2017-08-16,NEPSE Index,1632.66,3.5,0.21,631038976.0
2017-08-16,Sensitive Index,342.85,0.93,0.27,435312992.0
2017-08-16,Float Index,118.68,0.21,0.18,631038976.0
2017-08-16,Sensitive Float Index,105.53,0.28,0.27,435312992.0
2017-08-15,NEPSE Index,1629.16,-12.97,-0.79,701028992.0
2017-08-15,Sensitive Index,341.92,-2.67,-0.77,479135008.0
2017-08-15,Float Index,118.47,-0.83,-0.69,701028992.0
2017-08-15,Sensitive Float Index,105.25,-0.72,-0.68,479135008.0
2017-08-14,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-08-13,NEPSE Index,1642.13,-11.4,-0.69,743803008.0
2017-08-13,Sensitive Index,344.59,-2.44,-0.7,554014016.0
2017-08-13,Float Index,119.3,-0.84,-0.7,743803008.0
2017-08-13,Sensitive Float Index,105.97,-0.78,-0.73,554014016.0
2017-08-12,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-08-11,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-08-10,NEPSE Index,1653.53,-8.19,-0.49,869953984.0
2017-08-10,Sensitive Index,347.03,-1.94,-0.56,648004992.0
2017-08-10,Float Index,120.14,-0.67,-0.55,869953984.0
2017-08-10,Sensitive Float Index,106.75,-0.64,-0.59,648004992.0
2017-08-09,NEPSE Index,1661.72,-6.22,-0.37,824171008.0
2017-08-09,Sensitive Index,348.97,-1.21,-0.34,628547968.0
2017-08-09,Float Index,120.81,-0.59,-0.49,824171008.0
2017-08-09,Sensitive Float Index,107.39,-0.51,-0.47,628547968.0
2017-08-08,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-08-07,NEPSE Index,1667.94,2.89,0.17,868548992.0
2017-08-07,Sensitive Index,350.18,1.07,0.31,656638016.0
2017-08-07,Float Index,121.4,0.02,0.02,868548992.0
2017-08-07,Sensitive Float Index,107.9,0.11,0.11,656638016.0
2017-08-06,NEPSE Index,1665.05,4.47,0.27,962364992.0
2017-08-06,Sensitive Index,349.11,0.89,0.26,663550016.0
2017-08-06,Float Index,121.38,0.32,0.26,962364992.0
2017-08-06,Sensitive Float Index,107.79,0.31,0.29,663550016.0
2017-08-05,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-08-04,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-08-03,NEPSE Index,1660.58,-2.16,-0.13,1081469952.0
2017-08-03,Sensitive Index,348.22,-0.24,-0.07,747468032.0
2017-08-03,Float Index,121.06,-0.3,-0.25,1081469952.0
2017-08-03,Sensitive Float Index,107.48,-0.22,-0.2,747468032.0
2017-08-02,NEPSE Index,1662.74,2.49,0.15,1019910016.0
2017-08-02,Sensitive Index,348.46,0.8,0.23,642721024.0
2017-08-02,Float Index,121.36,0.2,0.16,1019910016.0
2017-08-02,Sensitive Float Index,107.7,0.18,0.16,642721024.0
2017-08-01,NEPSE Index,1660.25,7.56,0.46,1013820032.0
2017-08-01,Sensitive Index,347.66,0.8,0.23,639937984.0
2017-08-01,Float Index,121.16,0.53,0.44,1013820032.0
2017-08-01,Sensitive Float Index,107.52,0.22,0.2,639937984.0
2017-07-31,NEPSE Index,1652.69,9.41,0.57,978681024.0
2017-07-31,Sensitive Index,346.86,1.5,0.43,759206976.0
2017-07-31,Float Index,120.63,0.65,0.54,978681024.0
2017-07-31,Sensitive Float Index,107.3,0.45,0.42,759206976.0
2017-07-30,NEPSE Index,1643.28,-3.25,-0.2,932892992.0
2017-07-30,Sensitive Index,345.36,-0.87,-0.25,757548032.0
2017-07-30,Float Index,119.98,-0.23,-0.19,932892992.0
2017-07-30,Sensitive Float Index,106.85,-0.28,-0.27,757548032.0
2017-07-29,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-07-28,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-07-27,NEPSE Index,1646.53,1.5,0.09,1120790016.0
2017-07-27,Sensitive Index,346.23,0.45,0.13,894424000.0
2017-07-27,Float Index,120.21,0.31,0.26,1120790016.0
2017-07-27,Sensitive Float Index,107.13,0.25,0.23,894424000.0
2017-07-26,NEPSE Index,1645.03,8.84,0.54,1109970048.0
2017-07-26,Sensitive Index,345.78,1.01,0.29,894963008.0
2017-07-26,Float Index,119.9,0.49,0.41,1109970048.0
2017-07-26,Sensitive Float Index,106.88,0.27,0.25,894963008.0
2017-07-25,NEPSE Index,1636.19,7.11,0.44,808281984.0
2017-07-25,Sensitive Index,344.77,0.17,0.05,551552000.0
2017-07-25,Float Index,119.41,0.3,0.25,808281984.0
2017-07-25,Sensitive Float Index,106.61,0.02,0.02,551552000.0
2017-07-24,NEPSE Index,1629.08,-6.48,-0.4,1008200000.0
2017-07-24,Sensitive Index,344.6,-2.41,-0.69,722052992.0
2017-07-24,Float Index,119.11,-0.72,-0.6,1008200000.0
2017-07-24,Sensitive Float Index,106.59,-0.8,-0.74,722052992.0
2017-07-23,NEPSE Index,1635.56,-0.19,-0.01,1021249984.0
2017-07-23,Sensitive Index,347.01,-0.44,-0.13,785096000.0
2017-07-23,Float Index,119.83,-0.2,-0.17,1021249984.0
2017-07-23,Sensitive Float Index,107.39,-0.26,-0.24,785096000.0
2017-07-22,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-07-21,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-07-20,NEPSE Index,1635.75,-1.52,-0.09,907945984.0
2017-07-20,Sensitive Index,347.45,-0.2,-0.06,698844992.0
2017-07-20,Float Index,120.03,-0.23,-0.19,907945984.0
2017-07-20,Sensitive Float Index,107.65,-0.17,-0.15,698844992.0
2017-07-19,NEPSE Index,1637.27,-1.14,-0.07,1107469952.0
2017-07-19,Sensitive Index,347.65,0.02,0.01,860678016.0
2017-07-19,Float Index,120.26,-0.22,-0.18,1107469952.0
2017-07-19,Sensitive Float Index,107.82,-0.19,-0.18,860678016.0
2017-07-18,NEPSE Index,1638.41,34.26,2.14,1102710016.0
2017-07-18,Sensitive Index,347.63,6.86,2.01,865430976.0
2017-07-18,Float Index,120.48,2.54,2.15,1102710016.0
2017-07-18,Sensitive Float Index,108.01,2.23,2.1,865430976.0
2017-07-17,NEPSE Index,1604.15,20.58,1.3,599289984.0
2017-07-17,Sensitive Index,340.77,4.4,1.31,443366016.0
2017-07-17,Float Index,117.94,1.69,1.46,599289984.0
2017-07-17,Sensitive Float Index,105.78,1.51,1.45,443366016.0
2017-07-16,NEPSE Index,1583.57,0.9,0.06,430724000.0
2017-07-16,Sensitive Index,336.37,0.33,0.1,330032000.0
2017-07-16,Float Index,116.25,0.11,0.09,430724000.0
2017-07-16,Sensitive Float Index,104.27,0.1,0.09,330032000.0
2017-07-15,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-07-14,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-07-13,NEPSE Index,1582.67,-4.89,-0.31,716166976.0
2017-07-13,Sensitive Index,336.04,-0.88,-0.26,436284992.0
2017-07-13,Float Index,116.14,-0.41,-0.35,716166976.0
2017-07-13,Sensitive Float Index,104.17,0.69,0.66,436284992.0
2017-07-12,NEPSE Index,1587.56,2.55,0.16,561254016.0
2017-07-12,Sensitive Index,336.92,0.39,0.12,450720000.0
2017-07-12,Float Index,116.55,0.17,0.15,561254016.0
2017-07-12,Sensitive Float Index,103.48,0.12,0.12,450720000.0
2017-07-11,NEPSE Index,1585.01,9.79,0.62,544070976.0
2017-07-11,Sensitive Index,336.53,1.91,0.57,458032000.0
2017-07-11,Float Index,116.38,0.73,0.63,544070976.0
2017-07-11,Sensitive Float Index,103.36,0.62,0.61,458032000.0
2017-07-10,NEPSE Index,1575.22,-8.93,-0.56,642406976.0
2017-07-10,Sensitive Index,334.62,-2.13,-0.63,531563008.0
2017-07-10,Float Index,115.65,-0.74,-0.64,642406976.0
2017-07-10,Sensitive Float Index,102.74,-0.67,-0.65,531563008.0
2017-07-09,NEPSE Index,1584.15,2.04,0.13,1042430016.0
2017-07-09,Sensitive Index,336.75,0.65,0.19,921924992.0
2017-07-09,Float Index,116.39,0.27,0.23,1042430016.0
2017-07-09,Sensitive Float Index,103.41,0.28,0.27,921924992.0
2017-07-08,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-07-07,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-07-06,NEPSE Index,1582.11,31.05,2.0,712723008.0
2017-07-06,Sensitive Index,336.1,6.9,2.1,633595008.0
2017-07-06,Float Index,116.12,2.38,2.09,712723008.0
2017-07-06,Sensitive Float Index,103.13,2.2,2.18,633595008.0
2017-07-05,NEPSE Index,1551.06,9.78,0.63,455596992.0
2017-07-05,Sensitive Index,329.2,2.12,0.65,398009984.0
2017-07-05,Float Index,113.74,0.8,0.71,455596992.0
2017-07-05,Sensitive Float Index,100.93,0.71,0.71,398009984.0
2017-07-04,NEPSE Index,1541.28,-3.01,-0.19,354695008.0
2017-07-04,Sensitive Index,327.08,-0.73,-0.22,307363008.0
2017-07-04,Float Index,112.94,-0.25,-0.22,354695008.0
2017-07-04,Sensitive Float Index,100.22,-0.24,-0.24,307363008.0
2017-07-03,NEPSE Index,1544.29,2.47,0.16,402097984.0
2017-07-03,Sensitive Index,327.81,0.88,0.27,344552000.0
2017-07-03,Float Index,113.19,0.26,0.23,402097984.0
2017-07-03,Sensitive Float Index,100.46,0.29,0.29,344552000.0
2017-07-02,NEPSE Index,1541.82,-21.99,-1.41,520582016.0
2017-07-02,Sensitive Index,326.93,-4.73,-1.43,450208992.0
2017-07-02,Float Index,112.93,-1.68,-1.46,520582016.0
2017-07-02,Sensitive Float Index,100.17,-1.52,-1.49,450208992.0
2017-07-01,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-06-30,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-06-29,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-06-28,NEPSE Index,1563.81,-1.28,-0.08,450164992.0
2017-06-28,Sensitive Index,331.66,-0.6,-0.18,397839008.0
2017-06-28,Float Index,114.61,-0.14,-0.12,450164992.0
2017-06-28,Sensitive Float Index,101.69,-0.17,-0.17,397839008.0
2017-06-27,NEPSE Index,1565.09,-2.63,-0.17,578462976.0
2017-06-27,Sensitive Index,332.26,-0.49,-0.15,506582016.0
2017-06-27,Float Index,114.75,-0.3,-0.26,578462976.0
2017-06-27,Sensitive Float Index,101.86,-0.26,-0.26,506582016.0
2017-06-26,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-06-25,NEPSE Index,1567.72,8.23,0.53,582424000.0
2017-06-25,Sensitive Index,332.75,1.85,0.56,511110016.0
2017-06-25,Float Index,115.05,0.63,0.55,582424000.0
2017-06-25,Sensitive Float Index,102.12,0.55,0.54,511110016.0
2017-06-24,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-06-23,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-06-22,NEPSE Index,1559.49,4.8,0.31,494652000.0
2017-06-22,Sensitive Index,330.9,1.15,0.35,429575008.0
2017-06-22,Float Index,114.42,0.38,0.33,494652000.0
2017-06-22,Sensitive Float Index,101.57,0.34,0.33,429575008.0
2017-06-21,NEPSE Index,1554.69,3.62,0.23,425968000.0
2017-06-21,Sensitive Index,329.75,0.68,0.21,348076000.0
2017-06-21,Float Index,114.04,0.15,0.13,425968000.0
2017-06-21,Sensitive Float Index,101.23,0.14,0.14,348076000.0
2017-06-20,NEPSE Index,1551.07,-4.09,-0.26,552184000.0
2017-06-20,Sensitive Index,329.07,-1.3,-0.39,476152992.0
2017-06-20,Float Index,113.89,-0.41,-0.36,552184000.0
2017-06-20,Sensitive Float Index,101.09,-0.48,-0.47,476152992.0
2017-06-19,NEPSE Index,1555.16,-20.82,-1.32,614467968.0
2017-06-19,Sensitive Index,330.37,-4.29,-1.28,547524992.0
2017-06-19,Float Index,114.3,-1.64,-1.41,614467968.0
2017-06-19,Sensitive Float Index,101.57,-1.45,-1.41,547524992.0
2017-06-18,NEPSE Index,1575.98,-13.61,-0.86,533216000.0
2017-06-18,Sensitive Index,334.66,-2.95,-0.87,442552000.0
2017-06-18,Float Index,115.94,-1.13,-0.96,533216000.0
2017-06-18,Sensitive Float Index,103.02,-1.03,-0.99,442552000.0
2017-06-17,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-06-16,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-06-15,NEPSE Index,1589.59,5.1,0.32,612854976.0
2017-06-15,Sensitive Index,337.61,1.31,0.39,520712000.0
2017-06-15,Float Index,117.07,0.44,0.37,612854976.0
2017-06-15,Sensitive Float Index,104.05,0.43,0.41,520712000.0
2017-06-14,NEPSE Index,1584.49,-0.66,-0.04,530158016.0
2017-06-14,Sensitive Index,336.3,-0.06,-0.02,420648000.0
2017-06-14,Float Index,116.63,0.06,0.05,530158016.0
2017-06-14,Sensitive Float Index,103.62,0.05,0.05,420648000.0
2017-06-13,NEPSE Index,1585.15,4.63,0.29,468572000.0
2017-06-13,Sensitive Index,336.36,0.96,0.29,394049984.0
2017-06-13,Float Index,116.57,0.26,0.22,468572000.0
2017-06-13,Sensitive Float Index,103.57,0.23,0.23,394049984.0
2017-06-12,NEPSE Index,1580.52,-9.97,-0.63,482025984.0
2017-06-12,Sensitive Index,335.4,-2.02,-0.6,368273984.0
2017-06-12,Float Index,116.31,-0.72,-0.61,482025984.0
2017-06-12,Sensitive Float Index,103.34,-0.61,-0.59,368273984.0
2017-06-11,NEPSE Index,1590.49,-24.7,-1.53,646574976.0
2017-06-11,Sensitive Index,337.42,-5.7,-1.66,553209024.0
2017-06-11,Float Index,117.03,-1.93,-1.63,646574976.0
2017-06-11,Sensitive Float Index,103.95,-1.82,-1.72,553209024.0
2017-06-10,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-06-09,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-06-08,NEPSE Index,1615.19,-7.94,-0.49,474460992.0
2017-06-08,Sensitive Index,343.12,-1.79,-0.52,391771008.0
2017-06-08,Float Index,118.96,-0.6,-0.5,474460992.0
2017-06-08,Sensitive Float Index,105.77,-0.57,-0.54,391771008.0
2017-06-07,NEPSE Index,1623.13,-14.24,-0.87,752364032.0
2017-06-07,Sensitive Index,344.91,-2.88,-0.83,647401024.0
2017-06-07,Float Index,119.56,-1.27,-1.05,752364032.0
2017-06-07,Sensitive Float Index,106.34,-1.13,-1.05,647401024.0
2017-06-06,NEPSE Index,1637.37,34.72,2.17,896185024.0
2017-06-06,Sensitive Index,347.79,7.83,2.3,766441024.0
2017-06-06,Float Index,120.83,2.68,2.27,896185024.0
2017-06-06,Sensitive Float Index,107.47,2.5,2.38,766441024.0
2017-06-05,NEPSE Index,1602.65,8.84,0.55,546643008.0
2017-06-05,Sensitive Index,339.96,1.89,0.56,477257984.0
2017-06-05,Float Index,118.15,0.69,0.59,546643008.0
2017-06-05,Sensitive Float Index,104.97,0.64,0.62,477257984.0
2017-06-04,NEPSE Index,1593.81,-10.5,-0.65,527332000.0
2017-06-04,Sensitive Index,338.07,-2.27,-0.67,442960992.0
2017-06-04,Float Index,117.46,-0.78,-0.66,527332000.0
2017-06-04,Sensitive Float Index,104.33,-0.71,-0.68,442960992.0
2017-06-03,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-06-02,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-06-01,NEPSE Index,1604.31,-3.8,-0.24,562675968.0
2017-06-01,Sensitive Index,340.34,-0.93,-0.27,472716992.0
2017-06-01,Float Index,118.24,-0.24,-0.2,562675968.0
2017-06-01,Sensitive Float Index,105.04,-0.25,-0.24,472716992.0
2017-05-31,NEPSE Index,1608.11,13.68,0.86,649315968.0
2017-05-31,Sensitive Index,341.27,2.63,0.78,543334976.0
2017-05-31,Float Index,118.48,0.95,0.81,649315968.0
2017-05-31,Sensitive Float Index,105.29,0.8,0.77,543334976.0
2017-05-30,NEPSE Index,1594.43,-21.15,-1.31,732868992.0
2017-05-30,Sensitive Index,338.64,-4.64,-1.35,567296000.0
2017-05-30,Float Index,117.53,-1.51,-1.27,732868992.0
2017-05-30,Sensitive Float Index,104.49,-1.38,-1.3,567296000.0
2017-05-29,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-05-28,NEPSE Index,1615.58,-14.0,-0.86,723315968.0
2017-05-28,Sensitive Index,343.28,-2.71,-0.78,583721024.0
2017-05-28,Float Index,119.04,-1.36,-1.13,723315968.0
2017-05-28,Sensitive Float Index,105.87,-1.19,-1.11,583721024.0
2017-05-27,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-05-26,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-05-25,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-05-24,NEPSE Index,1629.58,3.07,0.19,629254976.0
2017-05-24,Sensitive Index,345.99,0.45,0.13,497584992.0
2017-05-24,Float Index,120.4,0.21,0.18,629254976.0
2017-05-24,Sensitive Float Index,107.02,0.1,0.1,497584992.0
2017-05-23,NEPSE Index,1626.51,10.11,0.63,754849024.0
2017-05-23,Sensitive Index,345.54,2.23,0.65,620409024.0
2017-05-23,Float Index,120.19,0.81,0.68,754849024.0
2017-05-23,Sensitive Float Index,106.92,0.76,0.72,620409024.0
2017-05-22,NEPSE Index,1616.4,-10.84,-0.67,513321984.0
2017-05-22,Sensitive Index,343.31,-2.55,-0.74,416377984.0
2017-05-22,Float Index,119.38,-0.71,-0.59,513321984.0
2017-05-22,Sensitive Float Index,106.16,-0.69,-0.64,416377984.0
2017-05-21,NEPSE Index,1627.24,-16.63,-1.01,641156992.0
2017-05-21,Sensitive Index,345.86,-4.08,-1.17,472208992.0
2017-05-21,Float Index,120.09,-1.34,-1.1,641156992.0
2017-05-21,Sensitive Float Index,106.85,-1.33,-1.22,472208992.0
2017-05-20,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-05-19,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2017-05-18,NEPSE Index,1643.87,-0.39,-0.02,757734976.0
2017-05-18,Sensitive Index,349.94,-0.54,-0.15,630268992.0
2017-05-18,Float Index,121.43,-0.15,-0.13,757734976.0
2017-05-18,Sensitive Float Index,108.18,-0.25,-0.23,630268992.0
2017-05-17,NEPSE Index,1644.26,-4.98,-0.3,574614976.0
2017-05-17,Sensitive Index,350.48,-1.2,-0.34,450129984.0
2017-05-17,Float Index,121.58,-0.45,-0.37,574614976.0
2017-05-17,Sensitive Float Index,108.43,-0.45,-0.41,450129984.0
2017-05-16,NEPSE Index,1649.24,-9.99,-0.6,447912000.0
2017-05-16,Sensitive Index,351.68,-2.42,-0.68,343784000.0
2017-05-16,Float Index,122.03,-0.85,-0.69,447912000.0
2017-05-16,Sensitive Float Index,108.88,-0.82,-0.75,343784000.0
2017-05-15,NEPSE Index,1659.23,0.65,0.04,596112000.0
2017-05-15,Sensitive Index,354.1,0.31,0.09,461400000.0
2017-05-15,Float Index,122.88,0.1,0.08,596112000.0
2017-05-15,Sensitive Float Index,109.7,0.12,0.11,461400000.0
2017-05-14,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
