Date,Index,Current,Point Change,% Change,Turnover
2022-04-12,Float Index,162.59,-2.25,-1.36,1513170000.0
2022-04-12,Sensitive Float Index,143.47,-1.66,-1.14,980050000.0
2022-04-11,NEPSE Index,2419.8,-44.56,-1.81,2260786628.14
2022-04-11,Sensitive Index,454.87,-8.87,-1.91,2044730000.0
2022-04-11,Float Index,164.84,-2.66,-1.59,2243750000.0
2022-04-11,Sensitive Float Index,145.14,-2.23,-1.51,1530300000.0
2022-04-10,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-04-09,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-04-08,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-04-07,NEPSE Index,2464.36,35.69,1.47,2121511279.53
2022-04-07,Sensitive Index,463.75,8.15,1.79,1855420000.0
2022-04-07,Float Index,167.5,2.39,1.44,2083390000.0
2022-04-07,Sensitive Float Index,147.36,2.38,1.64,1353150000.0
2022-04-06,NEPSE Index,2428.66,-23.41,-0.95,1995964384.22
2022-04-06,Sensitive Index,455.6,-2.63,-0.57,1808790000.0
2022-04-06,Float Index,165.12,-1.95,-1.17,1976130000.0
2022-04-06,Sensitive Float Index,144.99,-1.63,-1.11,1334430000.0
2022-04-05,NEPSE Index,2452.07,-46.46,-1.86,2671232388.39
2022-04-05,Sensitive Index,458.23,-8.34,-1.79,2619660000.0
2022-04-05,Float Index,167.06,-2.88,-1.69,2634140000.0
2022-04-05,Sensitive Float Index,146.61,-2.25,-1.51,1911010000.0
2022-04-04,NEPSE Index,2498.53,-14.88,-0.59,1584671562.02
2022-04-04,Sensitive Index,466.55,-2.46,-0.53,1429010000.0
2022-04-04,Float Index,169.87,-0.97,-0.57,1572810000.0
2022-04-04,Sensitive Float Index,148.86,-0.67,-0.45,1072150000.0
2022-04-03,NEPSE Index,2513.42,-30.89,-1.21,1460773729.18
2022-04-03,Sensitive Index,469.03,-6.44,-1.35,1327420000.0
2022-04-03,Float Index,170.91,-1.93,-1.12,1444080000.0
2022-04-03,Sensitive Float Index,149.53,-1.68,-1.11,1011510000.0
2022-04-02,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-04-01,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-03-31,NEPSE Index,2544.31,-23.95,-0.93,1890164686.39
2022-03-31,Sensitive Index,475.47,-4.6,-0.96,1642600000.0
2022-03-31,Float Index,172.84,-1.9,-1.09,1877810000.0
2022-03-31,Sensitive Float Index,151.21,-2.0,-1.31,1213550000.0
2022-03-30,NEPSE Index,2568.26,40.68,1.61,2250117296.35
2022-03-30,Sensitive Index,480.06,8.13,1.72,2017810000.0
2022-03-30,Float Index,174.75,2.74,1.6,2120760000.0
2022-03-30,Sensitive Float Index,153.21,2.72,1.81,1448080000.0
2022-03-29,NEPSE Index,2527.58,-14.26,-0.56,1750628199.3
2022-03-29,Sensitive Index,471.93,-2.15,-0.45,1610360000.0
2022-03-29,Float Index,172.0,-1.03,-0.6,1738130000.0
2022-03-29,Sensitive Float Index,150.49,-0.8,-0.53,1137620000.0
2022-03-28,NEPSE Index,2541.84,-30.43,-1.18,2545321813.93
2022-03-28,Sensitive Index,474.09,-5.3,-1.11,2242240000.0
2022-03-28,Float Index,173.04,-2.12,-1.21,2520720000.0
2022-03-28,Sensitive Float Index,151.29,-1.91,-1.25,1586930000.0
2022-03-27,NEPSE Index,2572.26,-41.41,-1.58,4989514415.77
2022-03-27,Sensitive Index,479.39,-9.55,-1.95,4706480000.0
2022-03-27,Float Index,175.16,-2.66,-1.5,4784610000.0
2022-03-27,Sensitive Float Index,153.2,-2.5,-1.6,3373030000.0
2022-03-26,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-03-25,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-03-24,NEPSE Index,2613.67,-16.69,-0.63,3248943824.64
2022-03-24,Sensitive Index,488.94,-6.17,-1.25,2789290000.0
2022-03-24,Float Index,177.82,-1.26,-0.71,3147550000.0
2022-03-24,Sensitive Float Index,155.7,-1.89,-1.2,3147550000.0
2022-03-23,NEPSE Index,2630.36,-20.34,-0.77,2046352547.24
2022-03-23,Sensitive Index,495.11,-4.22,-0.84,1891120000.0
2022-03-23,Float Index,179.08,-1.47,-0.82,2037730000.0
2022-03-23,Sensitive Float Index,157.59,-1.56,-0.98,1359670000.0
2022-03-22,NEPSE Index,2650.7,16.04,0.61,2518894178.29
2022-03-22,Sensitive Index,499.33,3.03,0.61,345094000.0
2022-03-22,Float Index,180.56,0.94,0.52,382344000.0
2022-03-22,Sensitive Float Index,159.15,0.71,0.45,250858000.0
2022-03-21,NEPSE Index,2634.66,18.07,0.69,2592718131.44
2022-03-21,Sensitive Index,496.3,1.92,0.39,2281060000.0
2022-03-21,Float Index,179.61,1.69,0.95,2531570000.0
2022-03-21,Sensitive Float Index,158.44,1.48,0.94,1641840000.0
2022-03-20,NEPSE Index,2616.59,-14.67,-0.56,2274626190.52
2022-03-20,Sensitive Index,494.38,-3.01,-0.6,1989770000.0
2022-03-20,Float Index,177.92,-0.84,-0.47,2220490000.0
2022-03-20,Sensitive Float Index,156.96,-0.81,-0.51,1493790000.0
2022-03-19,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-03-18,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-03-17,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-03-16,NEPSE Index,2631.25,-19.72,-0.74,2570401188.08
2022-03-16,Sensitive Index,497.39,-5.2,-1.03,2502990000.0
2022-03-16,Float Index,178.76,-1.1,-0.61,2541110000.0
2022-03-16,Sensitive Float Index,157.77,-1.02,-0.64,1840570000.0
2022-03-15,NEPSE Index,2650.97,-17.15,-0.64,3364229175.35
2022-03-15,Sensitive Index,502.59,-7.26,-1.42,3069590000.0
2022-03-15,Float Index,179.86,-1.0,-0.56,3338960000.0
2022-03-15,Sensitive Float Index,158.79,-1.46,-0.91,2280700000.0
2022-03-14,NEPSE Index,2668.11,0.15,0.01,1342232838.5
2022-03-14,Sensitive Index,509.85,-0.05,-0.01,1365780000.0
2022-03-14,Float Index,180.86,0.22,0.12,1339000000.0
2022-03-14,Sensitive Float Index,160.25,0.58,0.36,949000000.0
2022-03-13,NEPSE Index,2667.97,101.07,3.94,4870715387.13
2022-03-13,Sensitive Index,509.9,16.37,3.32,4575530000.0
2022-03-13,Float Index,180.64,6.74,3.88,4851270000.0
2022-03-13,Sensitive Float Index,159.67,5.17,3.35,3243480000.0
2022-03-12,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-03-11,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-03-10,NEPSE Index,2566.9,52.31,2.08,2791872969.76
2022-03-10,Sensitive Index,493.53,6.34,1.3,2782700000.0
2022-03-10,Float Index,173.9,4.02,2.36,2780220000.0
2022-03-10,Sensitive Float Index,154.5,3.17,2.1,1860430000.0
2022-03-09,NEPSE Index,2514.58,-30.36,-1.19,2352317142.03
2022-03-09,Sensitive Index,487.19,-5.46,-1.11,2250160000.0
2022-03-09,Float Index,169.89,-2.19,-1.27,2343260000.0
2022-03-09,Sensitive Float Index,151.33,-2.12,-1.38,1545780000.0
2022-03-08,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-03-07,NEPSE Index,2544.94,1.55,0.06,2600930402.61
2022-03-07,Sensitive Index,492.53,2.41,0.49,2154020000.0
2022-03-07,Float Index,172.07,-0.33,-0.19,2573180000.0
2022-03-07,Sensitive Float Index,153.42,-0.25,-0.16,1522750000.0
2022-03-06,NEPSE Index,2543.39,-3.66,-0.14,2493241272.52
2022-03-06,Sensitive Index,490.13,1.3,0.27,2291850000.0
2022-03-06,Float Index,172.4,-0.04,-0.02,2473810000.0
2022-03-06,Sensitive Float Index,153.67,0.47,0.3,1536500000.0
2022-03-05,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-03-04,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-03-03,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-03-02,NEPSE Index,2547.04,-63.54,-2.43,3621143979.32
2022-03-02,Sensitive Index,488.83,-11.38,-2.28,3417740000.0
2022-03-02,Float Index,172.44,-4.36,-2.46,3575610000.0
2022-03-02,Sensitive Float Index,153.21,-3.6,-2.29,2292390000.0
2022-03-01,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-02-28,NEPSE Index,2610.58,-43.12,-1.62,3660189867.56
2022-02-28,Sensitive Index,500.21,-6.64,-1.31,3434110000.0
2022-02-28,Float Index,176.8,-2.81,-1.57,3641440000.0
2022-02-28,Sensitive Float Index,156.8,-2.14,-1.35,2059220000.0
2022-02-27,NEPSE Index,2653.7,-7.73,-0.29,3273065909.76
2022-02-27,Sensitive Index,506.84,-0.73,-0.14,2926720000.0
2022-02-27,Float Index,179.61,-0.69,-0.38,3244560000.0
2022-02-27,Sensitive Float Index,158.95,-0.46,-0.29,1851990000.0
2022-02-26,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-02-25,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-02-24,NEPSE Index,2661.44,-58.99,-2.17,4293864191.66
2022-02-24,Sensitive Index,507.58,-10.36,-2.0,4195320000.0
2022-02-24,Float Index,180.3,-4.01,-2.17,4275640000.0
2022-02-24,Sensitive Float Index,159.4,-3.48,-2.14,2515880000.0
2022-02-23,NEPSE Index,2720.43,-15.5,-0.57,3131210281.88
2022-02-23,Sensitive Index,517.93,-5.22,-1.0,2868530000.0
2022-02-23,Float Index,184.3,-0.81,-0.44,3118190000.0
2022-02-23,Sensitive Float Index,162.88,-1.17,-0.71,1623740000.0
2022-02-22,NEPSE Index,2735.93,17.42,0.64,3212887822.11
2022-02-22,Sensitive Index,523.15,4.36,0.84,2977850000.0
2022-02-22,Float Index,185.12,1.02,0.55,3200220000.0
2022-02-22,Sensitive Float Index,164.05,1.14,0.7,1954460000.0
2022-02-21,NEPSE Index,2718.51,25.41,0.94,2997681072.21
2022-02-21,Sensitive Index,518.79,5.15,1.0,2713340000.0
2022-02-21,Float Index,184.1,1.7,0.93,2992120000.0
2022-02-21,Sensitive Float Index,162.9,1.47,0.91,1790410000.0
2022-02-20,NEPSE Index,2693.1,-39.4,-1.44,4086474828.31
2022-02-20,Sensitive Index,513.64,-4.99,-0.96,3604280000.0
2022-02-20,Float Index,182.39,-3.05,-1.64,4058760000.0
2022-02-20,Sensitive Float Index,161.43,-2.37,-1.45,2224860000.0
2022-02-19,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-02-18,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-02-17,NEPSE Index,2732.51,-1.94,-0.07,2278173660.05
2022-02-17,Sensitive Index,518.64,-0.02,0.0,1333350000.0
2022-02-17,Float Index,185.44,-0.2,-0.11,2264390000.0
2022-02-17,Sensitive Float Index,163.8,-0.17,-0.1,2088980000.0
2022-02-16,NEPSE Index,2734.44,-19.84,-0.72,3026330784.14
2022-02-16,Sensitive Index,518.66,-3.47,-0.67,3363400000.0
2022-02-16,Float Index,185.65,-1.47,-0.79,3010170000.0
2022-02-16,Sensitive Float Index,163.96,-1.38,-0.83,1946090000.0
2022-02-15,NEPSE Index,2754.29,53.3,1.97,3233318614.47
2022-02-15,Sensitive Index,522.13,10.83,2.12,3488050000.0
2022-02-15,Float Index,187.12,3.38,1.84,3150920000.0
2022-02-15,Sensitive Float Index,165.34,2.87,1.76,2097720000.0
2022-02-14,NEPSE Index,2700.98,0.08,0.0,3684009915.07
2022-02-14,Sensitive Index,511.3,-0.36,-0.07,4266170000.0
2022-02-14,Float Index,183.74,-0.1,-0.06,3650770000.0
2022-02-14,Sensitive Float Index,162.47,-0.18,-0.11,2152320000.0
2022-02-13,NEPSE Index,2700.89,-100.67,-3.59,5977214730.64
2022-02-13,Sensitive Index,511.66,-15.62,-2.96,6026510000.0
2022-02-13,Float Index,183.79,-6.94,-3.64,5948520000.0
2022-02-13,Sensitive Float Index,162.53,-5.26,-3.14,3658500000.0
2022-02-12,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-02-11,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-02-10,NEPSE Index,2801.56,-11.96,-0.43,3829533350.0
2022-02-10,Sensitive Index,527.28,-1.7,-0.32,3897290000.0
2022-02-10,Float Index,190.73,-1.16,-0.61,3783580000.0
2022-02-10,Sensitive Float Index,167.79,-1.07,-0.64,2257140000.0
2022-02-09,NEPSE Index,2813.52,-22.06,-0.78,3471109182.0
2022-02-09,Sensitive Index,528.99,-3.51,-0.66,3444030000.0
2022-02-09,Float Index,191.9,-1.66,-0.86,3453440000.0
2022-02-09,Sensitive Float Index,168.86,-1.4,-0.82,2044970000.0
2022-02-08,NEPSE Index,2835.58,-16.3,-0.57,6287217985.0
2022-02-08,Sensitive Index,532.49,-2.82,-0.53,6495920000.0
2022-02-08,Float Index,193.55,-1.29,-0.66,6256700000.0
2022-02-08,Sensitive Float Index,170.22,-1.07,-0.62,3731770000.0
2022-02-07,NEPSE Index,2851.88,15.71,0.55,5022017181.0
2022-02-07,Sensitive Index,535.32,3.05,0.57,4753020000.0
2022-02-07,Float Index,194.84,0.67,0.35,4974440000.0
2022-02-07,Sensitive Float Index,171.3,0.23,0.13,2700110000.0
2022-02-06,NEPSE Index,2836.17,-40.57,-1.41,5836414510.47
2022-02-06,Sensitive Index,532.28,-7.73,-1.43,5992180000.0
2022-02-06,Float Index,194.17,-2.8,-1.42,5802960000.0
2022-02-06,Sensitive Float Index,171.08,-2.48,-1.43,3561360000.0
2022-02-05,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-02-04,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-02-03,NEPSE Index,2876.74,-14.6,-0.5,8612174162.0
2022-02-03,Sensitive Index,539.65,-3.25,-0.6,8465640000.0
2022-02-03,Float Index,196.97,-1.14,-0.57,8570210000.0
2022-02-03,Sensitive Float Index,173.53,-1.1,-0.63,5197370000.0
2022-02-02,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-02-01,NEPSE Index,2891.33,19.29,0.67,6574842418.0
2022-02-01,Sensitive Index,542.9,3.98,0.74,6988110000.0
2022-02-01,Float Index,198.11,1.43,0.73,6557390000.0
2022-02-01,Sensitive Float Index,174.63,1.49,0.86,3608490000.0
2022-01-31,NEPSE Index,2872.05,-13.48,-0.47,5154177598.0
2022-01-31,Sensitive Index,538.93,0.39,0.07,5220850000.0
2022-01-31,Float Index,196.68,-1.52,-0.77,5105890000.0
2022-01-31,Sensitive Float Index,173.14,-1.19,-0.68,3200890000.0
2022-01-30,NEPSE Index,2885.53,105.55,3.8,6324274039.0
2022-01-30,Sensitive Index,538.53,19.81,3.82,6059340000.0
2022-01-30,Float Index,198.2,7.27,3.81,6125390000.0
2022-01-30,Sensitive Float Index,174.33,6.57,3.91,3938830000.0
2022-01-29,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-01-28,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-01-27,NEPSE Index,2779.98,3.33,0.12,3343413684.0
2022-01-27,Sensitive Index,518.72,0.38,0.07,3195970000.0
2022-01-27,Float Index,190.92,0.05,0.03,3321840000.0
2022-01-27,Sensitive Float Index,167.76,-0.21,-0.13,2228120000.0
2022-01-26,NEPSE Index,2776.65,-38.42,-1.36,4313154042.17
2022-01-26,Sensitive Index,518.35,-6.6,-1.26,4359290000.0
2022-01-26,Float Index,190.88,-2.8,-1.44,4280370000.0
2022-01-26,Sensitive Float Index,167.98,-2.34,-1.37,2881280000.0
2022-01-25,NEPSE Index,2815.06,-5.59,-0.2,5395672627.02
2022-01-25,Sensitive Index,524.94,-1.09,-0.21,5604830000.0
2022-01-25,Float Index,193.67,-0.37,-0.19,5368570000.0
2022-01-25,Sensitive Float Index,170.31,-0.24,-0.14,3800680000.0
2022-01-24,NEPSE Index,2820.65,-99.86,-3.42,8888513178.0
2022-01-24,Sensitive Index,526.03,-18.08,-3.32,9057120000.0
2022-01-24,Float Index,194.04,-7.01,-3.49,8845400000.0
2022-01-24,Sensitive Float Index,170.55,-6.17,-3.49,6098100000.0
2022-01-23,NEPSE Index,2920.51,-10.83,-0.37,7030508263.0
2022-01-23,Sensitive Index,543.8,0.06,0.01,6675830000.0
2022-01-23,Float Index,201.05,-1.27,-0.63,6881680000.0
2022-01-23,Sensitive Float Index,176.71,-0.63,-0.35,4745870000.0
2022-01-22,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-01-21,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-01-20,NEPSE Index,2931.34,33.03,1.14,5773120409.17
2022-01-20,Sensitive Index,543.74,4.09,0.76,0.0
2022-01-20,Float Index,202.32,2.32,1.16,0.0
2022-01-20,Sensitive Float Index,177.34,1.41,0.8,0.0
2022-01-19,NEPSE Index,2898.31,-38.35,-1.31,6021311881.03
2022-01-19,Sensitive Index,539.65,-7.81,-1.43,0.0
2022-01-19,Float Index,200.0,-2.34,-1.16,0.0
2022-01-19,Sensitive Float Index,175.93,-2.15,-1.2,0.0
2022-01-18,NEPSE Index,2936.66,-10.78,-0.37,8443419561.86
2022-01-18,Sensitive Index,547.46,1.1,0.2,7111540000.0
2022-01-18,Float Index,202.34,-0.68,-0.34,7262140000.0
2022-01-18,Sensitive Float Index,178.08,-0.14,-0.08,4680360000.0
2022-01-17,NEPSE Index,2947.43,20.69,0.71,7901890668.0
2022-01-17,Sensitive Index,546.33,3.7,0.68,7708800000.0
2022-01-17,Float Index,203.02,1.4,0.7,7869230000.0
2022-01-17,Sensitive Float Index,178.22,1.15,0.65,5074610000.0
2022-01-16,NEPSE Index,2926.74,69.0,2.41,9676317059.0
2022-01-16,Sensitive Index,542.63,11.81,2.22,9371460000.0
2022-01-16,Float Index,201.62,4.64,2.36,9609700000.0
2022-01-16,Sensitive Float Index,177.06,3.99,2.31,6399020000.0
2022-01-15,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-01-14,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-01-13,NEPSE Index,2857.75,54.12,1.93,6669748567.76
2022-01-13,Sensitive Index,530.83,8.94,1.71,6941860000.0
2022-01-13,Float Index,196.98,4.09,2.12,6644760000.0
2022-01-13,Sensitive Float Index,173.07,3.34,1.97,4225060000.0
2022-01-12,NEPSE Index,2803.62,-30.51,-1.08,8033212742.0
2022-01-12,Sensitive Index,521.83,-7.04,-1.33,8407560000.0
2022-01-12,Float Index,192.89,-1.86,-0.95,7948040000.0
2022-01-12,Sensitive Float Index,169.74,-2.17,-1.26,5316700000.0
2022-01-11,NEPSE Index,2834.13,49.19,1.77,6724526197.5
2022-01-11,Sensitive Index,528.87,6.34,1.21,4333480000.0
2022-01-11,Float Index,194.74,3.62,1.9,4350880000.0
2022-01-11,Sensitive Float Index,171.91,2.24,1.32,3088400000.0
2022-01-10,NEPSE Index,2784.95,19.43,0.7,7123424035.0
2022-01-10,Sensitive Index,522.53,3.16,0.61,7262510000.0
2022-01-10,Float Index,191.12,0.63,0.33,7043820000.0
2022-01-10,Sensitive Float Index,169.67,-0.14,-0.08,4812760000.0
2022-01-09,NEPSE Index,2765.51,73.05,2.71,7101831591.11
2022-01-09,Sensitive Index,519.37,13.21,2.61,6715500000.0
2022-01-09,Float Index,190.49,5.07,2.73,6494000000.0
2022-01-09,Sensitive Float Index,169.82,4.56,2.76,4425050000.0
2022-01-08,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-01-07,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2022-01-06,NEPSE Index,2692.47,43.29,1.63,3676846349.0
2022-01-06,Sensitive Index,506.16,9.16,1.84,3751210000.0
2022-01-06,Float Index,185.42,3.04,1.67,3602160000.0
2022-01-06,Sensitive Float Index,165.26,3.31,2.04,2545360000.0
2022-01-05,NEPSE Index,2649.18,-30.77,-1.15,4621598583.0
2022-01-05,Sensitive Index,497.03,-6.68,-1.33,4729970000.0
2022-01-05,Float Index,182.38,-2.36,-1.28,4522580000.0
2022-01-05,Sensitive Float Index,161.96,-2.75,-1.67,3037760000.0
2022-01-04,NEPSE Index,2679.95,63.01,2.41,4320269828.0
2022-01-04,Sensitive Index,503.72,15.85,3.25,4485950000.0
2022-01-04,Float Index,184.74,5.14,2.86,4236920000.0
2022-01-04,Sensitive Float Index,164.71,6.28,3.96,3175600000.0
2022-01-03,NEPSE Index,2616.94,32.03,1.24,4533017178.57
2022-01-03,Sensitive Index,487.87,5.86,1.22,0.0
2022-01-03,Float Index,179.6,2.47,1.39,0.0
2022-01-03,Sensitive Float Index,158.43,2.49,1.59,0.0
2022-01-02,NEPSE Index,2584.91,60.41,2.39,4126980067.52
2022-01-02,Sensitive Index,482.01,10.77,2.29,2967300000.0
2022-01-02,Float Index,177.13,4.14,2.39,3890780000.0
2022-01-02,Sensitive Float Index,155.95,3.74,2.46,4463300000.0
2022-01-01,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2021-12-31,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2021-12-30,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2021-12-29,NEPSE Index,2524.5,5.51,0.22,3623480292.0
2021-12-29,Sensitive Index,471.24,0.26,0.05,4170530000.0
2021-12-29,Float Index,172.99,0.23,0.13,3569260000.0
2021-12-29,Sensitive Float Index,152.2,0.01,0.01,2849100000.0
2021-12-28,NEPSE Index,2518.99,-2.66,-0.11,3125575632.0
2021-12-28,Sensitive Index,470.98,-0.91,-0.19,3264090000.0
2021-12-28,Float Index,172.76,-0.32,-0.19,3104070000.0
2021-12-28,Sensitive Float Index,152.19,-0.23,-0.15,2220380000.0
2021-12-27,NEPSE Index,2521.65,-69.77,-2.69,5607439671.0
2021-12-27,Sensitive Index,471.89,-10.85,-2.25,5396500000.0
2021-12-27,Float Index,173.09,-4.53,-2.55,5526690000.0
2021-12-27,Sensitive Float Index,152.42,-3.41,-2.19,3863500000.0
2021-12-26,NEPSE Index,2591.42,71.2,2.82,5173200503.0
2021-12-26,Sensitive Index,482.74,5.38,1.13,5231990000.0
2021-12-26,Float Index,177.62,4.58,2.65,5112120000.0
2021-12-26,Sensitive Float Index,155.84,2.19,1.43,3719150000.0
2021-12-25,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2021-12-24,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2021-12-23,NEPSE Index,2520.23,12.53,0.5,4490266410.0
2021-12-23,Sensitive Index,477.36,0.1,0.02,4841950000.0
2021-12-23,Float Index,173.04,0.75,0.43,4449560000.0
2021-12-23,Sensitive Float Index,153.64,-0.06,-0.04,3063590000.0
2021-12-22,NEPSE Index,2507.7,92.16,3.82,4523338143.0
2021-12-22,Sensitive Index,477.26,14.74,3.19,5359330000.0
2021-12-22,Float Index,172.29,6.3,3.79,4490300000.0
2021-12-22,Sensitive Float Index,153.71,5.03,3.38,3295270000.0
2021-12-21,NEPSE Index,2415.55,56.73,2.41,2383259847.0
2021-12-21,Sensitive Index,462.52,11.34,2.51,2611570000.0
2021-12-21,Float Index,166.0,3.78,2.33,2360740000.0
2021-12-21,Sensitive Float Index,148.68,3.38,2.33,1824590000.0
2021-12-20,NEPSE Index,2358.81,-17.93,-0.75,2464689863.0
2021-12-20,Sensitive Index,451.19,-2.34,-0.52,2702800000.0
2021-12-20,Float Index,162.21,-1.05,-0.64,2414890000.0
2021-12-20,Sensitive Float Index,145.3,-0.46,-0.32,1881570000.0
2021-12-19,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
2021-12-18,No Record Found.,No Record Found.,No Record Found.,No Record Found.,No Record Found.
